run_key	task	execution_scope	jobset	status_at_snapshot	snapshot_utc	source_logdir	source_event	source_snapshot_bytes	output_event	output_bytes	output_sha256	records_seen	records_copied_exactly	records_rewritten	image_values_removed	scalar_tags	scalar_values	text_tensor_values	latest_train_step	latest_train_value	latest_eval_step	latest_eval_value	image_digest	code_revision	launch_script	launch_script_sha256	train_script	train_script_sha256	validation
sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psc34b5-260915-01023651	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.11.19	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.11.19/events.out.tfevents.1789405879.kevinliu-vs4psc34b5-260915-01023651-workers-0-0-0.965.0@bytes=2788493@sha256=e39b01c6cc68b8e8ef4e20a0348afabd83e0fe2d6de9b3f431756bc5bb9496c1	2788493	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-3of4-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	2788493	e39b01c6cc68b8e8ef4e20a0348afabd83e0fe2d6de9b3f431756bc5bb9496c1	50585	50585	0	0	36	50583	1	1436	0.9199079871177673	1430	0.9224977493286133	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-3of4-beta5.0.sh	cc3048cb89551f2d4daa470a34a35fd31e58603bb4c58784e5ca8838e9c7caf1	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916	pickscore	usw2	kevinliu-vs4flowawrk1r2-260916-18013837	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/flowawr_exps/sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916/logs/flowawr/sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916_2026.09.16_10.03.55	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/flowawr_exps/sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916/logs/flowawr/sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916_2026.09.16_10.03.55/events.out.tfevents.1789553035.kevinliu-vs4flowawrk1r2-260916-18013837-workers-0-0-0.960.0@bytes=1658845@sha256=472269ea70d6626a4310f08b3e66581c88baca589bb0f18fc8070f3aff3cfe9c	1658845	runs/pickscore/sd35_pickscore_4090_16gpu_flowawr_kl1e-4-r2-20260916/events.out.tfevents.image-free	1658845	472269ea70d6626a4310f08b3e66581c88baca589bb0f18fc8070f3aff3cfe9c	30745	30745	0	0	35	30743	1	898	0.9101874232292175	890	0.91294264793396	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	82d62f9175f70f79fc15671f182361aa7bb7a22f	scripts/flowawr_exps/run_sd3_4090_16gpu_flowawr_kl1e-4.sh	7925b420e74bbbd53573e2eb1d930ceadeca04167edaf37c132d0eab001979c6	scripts/train_nft_sd3_ours-singleloss-AWR.py	5de68c40e40d16bee3465c5d84512132969a4038b8930a9eb0a74e7386b77c12	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916	pickscore	usw2	kevinliu-vs4psc12b10r2-260916-18014288	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.15	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.15/events.out.tfevents.1789553055.kevinliu-vs4psc12b10r2-260916-18014288-workers-0-0-0.959.0@bytes=1020911@sha256=e4d3e2ae505c6ae5c9a57bfcc70abcaac48de61c99bbe4abc2b65d3ca40fff09	1020911	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta10-fulltime-r2-20260916/events.out.tfevents.image-free	1020911	e4d3e2ae505c6ae5c9a57bfcc70abcaac48de61c99bbe4abc2b65d3ca40fff09	18553	18553	0	0	36	18551	1	526	0.9109863638877869	520	0.9163458347320557	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	82d62f9175f70f79fc15671f182361aa7bb7a22f	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta10.0.sh	9d1a46822c250769453b65088f0a9aee1a821b21a3eb23b6ea04c6a26233b709	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916	pickscore	usw2	kevinliu-vs4psc23b10r2-260916-18014659	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.16	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.16/events.out.tfevents.1789553056.kevinliu-vs4psc23b10r2-260916-18014659-workers-0-0-0.962.0@bytes=1012927@sha256=52d5b0059e2028f4c12027e03da2a75074021693e6d8c2261e2d8b310af45e72	1012927	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r2-20260916/events.out.tfevents.image-free	1012927	52d5b0059e2028f4c12027e03da2a75074021693e6d8c2261e2d8b310af45e72	18408	18408	0	0	36	18406	1	522	0.9055446982383728	520	0.9161757230758667	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	82d62f9175f70f79fc15671f182361aa7bb7a22f	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta10.0.sh	88387ff9c255c17710108765b205e77cfd180e48216159331f7832cebfd035e3	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916	pickscore	usw2	kevinliu-vs4psbr10r2-260916-18015036	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.02	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916_2026.09.16_10.04.02/events.out.tfevents.1789553042.kevinliu-vs4psbr10r2-260916-18015036-workers-0-0-0.970.0@bytes=1015124@sha256=df296472d87ab1f7c6924bc177300df6fcc116c16652081dadd7bc5c5a8497dd	1015124	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r2-20260916/events.out.tfevents.image-free	1015124	df296472d87ab1f7c6924bc177300df6fcc116c16652081dadd7bc5c5a8497dd	18448	18448	0	0	36	18446	1	523	0.9200465083122253	520	0.9147604703903198	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	82d62f9175f70f79fc15671f182361aa7bb7a22f	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta10.0.sh	a26380409af3fa94e2d3ca0ced9c697b77b7bc43431a25aff2e7b04d16005991	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000	pickscore	usw2	kevinliu-valphaours-260920-09363453	RUNNING	2026-09-21T05:31:06Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.14.05	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.14.05/events.out.tfevents.1789870446.kevinliu-valphaours-260920-09363453-workers-0-0-0.969.0@bytes=2327545@sha256=6a8449bff4baa8723bfbc1e334900d65c4da53ffedd67179d1a1348a4c1b0392	2327545	runs/pickscore/sd35_pickscore_nft_ours-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/events.out.tfevents.image-free	2327545	6a8449bff4baa8723bfbc1e334900d65c4da53ffedd67179d1a1348a4c1b0392	41862	41862	0	0	42	41860	1	1015	0.9049813747406006	1010	0.9047262668609619	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	5c258492f57776dff9c34ed1491d4c423563c64d	scripts/alpha_exps/run_sd3_pickscore_a6000_16gpu_nft-ours.sh	8fa94a838726f4346655625b2235572295d43777eee368249f59c06513979f95	scripts/alpha_exps/train_nft_sd3_ours.py	a57b6135c2edddd5c6c9d8f0a6a4c22bba4fc4666c90b319e548da727f7b9d9d	PASS
sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000	pickscore	usw2	kevinliu-valphavold-260920-09363868	RUNNING	2026-09-21T05:31:06Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.14.14	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.14.14/events.out.tfevents.1789870454.kevinliu-valphavold-260920-09363868-workers-0-0-0.963.0@bytes=2171020@sha256=ae5a2e2b225105eb10401cf6000e5a444e71c6d7fac8ebd1e90ffbb848ee19d5	2171020	runs/pickscore/sd35_pickscore_nft_ours-1singleloss-vpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/events.out.tfevents.image-free	2171020	ae5a2e2b225105eb10401cf6000e5a444e71c6d7fac8ebd1e90ffbb848ee19d5	39208	39208	0	0	39	39206	1	1026	0.9045128226280212	1020	0.90509432554245	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	5c258492f57776dff9c34ed1491d4c423563c64d	scripts/alpha_exps/run_sd3_pickscore_a6000_16gpu_nft-ours-1.singleloss-alpha-vloss-old.sh	29c7fda841508c0d7d6bb593d78cf786892f4f0c2c2e99f91d9c5f5dfc493e2d	scripts/alpha_exps/train_nft_sd3_ours-1.singleloss-alpha-vloss.py	0be6bcf49427cd55158e62e3307627b9b365dbfce5535a2a99c71dec20aff70b	PASS
sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000	pickscore	usw2	kevinliu-valphaxold-260920-09364286	RUNNING	2026-09-21T05:31:06Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.59.03	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_02.59.03/events.out.tfevents.1789873144.kevinliu-valphaxold-260920-09364286-workers-0-0-0.966.0@bytes=2101147@sha256=1b76c2a3d022f276321fc1252ea0908bc880df572b2e62840db5b9ad4d245c6f	2101147	runs/pickscore/sd35_pickscore_nft_ours-1singleloss-xpred-alpha-old-KL1e-4-beta1.0-fulltime_r1_A6000/events.out.tfevents.image-free	2101147	1b76c2a3d022f276321fc1252ea0908bc880df572b2e62840db5b9ad4d245c6f	37948	37948	0	0	39	37946	1	993	0.9186810255050659	990	0.9049355983734131	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	5c258492f57776dff9c34ed1491d4c423563c64d	scripts/alpha_exps/run_sd3_pickscore_a6000_16gpu_nft-ours-1.singleloss-alpha-old.sh	72eb08ca77cfb8cb02c91dda567e04dd063c6dba683367ea3b76ff5cc216a1f5	scripts/alpha_exps/train_nft_sd3_ours-1.singleloss-alpha.py	aa04ed7b13ea0368d44b2ca0edd2e707c113e845b6465e8a2a69714b4f68820f	PASS
sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000	pickscore	usw2	kevinliu-valphabaser2-260920-13395254	RUNNING	2026-09-21T05:31:06Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_06.08.42	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/alpha_exps/sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000/logs/alpha_exps/sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000_2026.09.20_06.08.42/events.out.tfevents.1789884522.kevinliu-valphabaser2-260920-13395254-workers-0-0-0.963.0@bytes=1761925@sha256=17bb1b00317cae276fa66de6339464d63f118cf4a78809bcfdfb104618b92089	1761925	runs/pickscore/sd35_pickscore_nft_baseline-KL1e-4-beta1.0-fulltime_r1_A6000/events.out.tfevents.image-free	1761925	17bb1b00317cae276fa66de6339464d63f118cf4a78809bcfdfb104618b92089	31908	31908	0	0	37	31906	1	881	0.9062798619270325	880	0.9043262004852295	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	5c258492f57776dff9c34ed1491d4c423563c64d	scripts/alpha_exps/run_sd3_pickscore_a6000_16gpu_nft-baseline.sh	d1d1d078f8ba647a3c13bd792d643b4248b17424467e8203a8fe6744582ca18f	scripts/alpha_exps/train_nft_sd3_origin.py	b9f50a579c7a2248c4bc04a368ca4c48c14dc046e45ea45885ef3cd3124ffce1	PASS
sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4	pickscore	usw2	kevinliu-vflowawrd-260922-23414976;kevinliu-vflowawrd-260925-07231072	SUSPENDED;RUNNING	2026-09-25T12:03:55Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/flowawr_exps/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/flowawr_exps/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4/logs/flowawr/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4_2026.09.22_15.48.45/events.out.tfevents.1790092125.kevinliu-vflowawrd-260922-23414976-workers-0-0-0.973.0@bytes=11937@sha256=fde38bc5599352896ad9a7805bbbbd0c351e6bd1f667300ea9da01f484572804;/mnt/shared_storage/usr/kevinliu/velocity-reweighting/flowawr_exps/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4/logs/flowawr/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4_2026.09.24_23.28.26/events.out.tfevents.1790292506.kevinliu-vflowawrd-260925-07231072-workers-0-0-0.1102.0@bytes=884244@sha256=dd165d1d609161491cf4a66b563ea749cfaebe2b2a34a76d217e073a8c420063	896181	runs/pickscore/sd35_pickscore_4090_16gpu_flowawr_withDelta_kl1e-4/events.out.tfevents.image-free	893299	ecbfd99eb612cf4bc17a8e03bf8e0343eb7afd4f2d73744e59fda224ad5cf25f	16600	16577	0	0	35	16575	1	484	0.8946883082389832	480	0.9110918045043945	sha256:bbd2fecefcb5afba872216d5739ffe2bcbe73820ed6fca9c369acc57b0e82aea;sha256:bbd2fecefcb5afba872216d5739ffe2bcbe73820ed6fca9c369acc57b0e82aea	c461f80d8ba8e5acfc87bfb2ae1d588ecdf8b4dd;c461f80d8ba8e5acfc87bfb2ae1d588ecdf8b4dd	scripts/flowawr_exps/run_sd3_4090_16gpu_flowawr_withDelta_kl1e-4.sh;scripts/flowawr_exps/run_sd3_4090_16gpu_flowawr_withDelta_kl1e-4.sh	9f51672921d496189b914627e6d9e729f0fd429b6d0f3a3efc23ed2dc184d3d1;9f51672921d496189b914627e6d9e729f0fd429b6d0f3a3efc23ed2dc184d3d1	scripts/train_nft_sd3_ours-singleloss-AWR-withDelta.py;scripts/train_nft_sd3_ours-singleloss-AWR-withDelta.py	14e349c3d37f923632cc933e26be81249464a0b18faab0234c4ad17200089969;14e349c3d37f923632cc933e26be81249464a0b18faab0234c4ad17200089969	PASS
sd35_pickscore_a6000_16gpu_linear_kl1e-4	pickscore	usw2	kevinliu-vs1a16-260925-08012461	RUNNING	2026-09-25T12:03:55Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/experiment_plans/step1_linear/sd35_pickscore_a6000_16gpu_linear_kl1e-4/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/experiment_plans/step1_linear/sd35_pickscore_a6000_16gpu_linear_kl1e-4/logs/public/experiment_plans/step1_linear/sd35_pickscore_a6000_16gpu_linear_kl1e-4_2026.09.25_00.16.29/events.out.tfevents.1790295390.kevinliu-vs1a16-260925-08012461-workers-0-0-0.1021.0@bytes=855948@sha256=f5d784fb990cc2ed2d898d48c5d7fe36eafb42c3e674dc81d8f46902d633d1d2	855948	runs/pickscore/sd35_pickscore_a6000_16gpu_linear_kl1e-4/events.out.tfevents.image-free	855948	f5d784fb990cc2ed2d898d48c5d7fe36eafb42c3e674dc81d8f46902d633d1d2	15689	15689	0	0	36	15687	1	445	0.8618389964103699	440	0.8784328699111938	sha256:bbd2fecefcb5afba872216d5739ffe2bcbe73820ed6fca9c369acc57b0e82aea	46bae79b39f3e944b3f4cc65310be2fbee753ff3	scripts/experiment_plans/step1/run_sd3_a6000_16gpu_step1_linear_kl1e-4.sh	247ecaf62687656d342f3e4b4b61dc6b958e04f743ac6b81b24e46175294b34a	scripts/experiment_plans/step1/train_nft_sd3_ours-singleloss-AWR.py	5015f72b4f7079dca581ec9a4ce1cbd48406ef7b64691c0221cdf82e576f84f6	PASS
