run_key	task	execution_scope	jobset	status_at_snapshot	snapshot_utc	source_logdir	source_event	source_snapshot_bytes	output_event	output_bytes	output_sha256	records_seen	records_copied_exactly	records_rewritten	image_values_removed	scalar_tags	scalar_values	text_tensor_values	latest_train_step	latest_train_value	latest_eval_step	latest_eval_value	image_digest	code_revision	launch_script	launch_script_sha256	train_script	train_script_sha256	validation
sd35-geneval-nft-ours-4selection-b-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909	geneval	usw2	kevinliu-vs4b13b02-260910-01071253	RUNNING	2026-09-10T10:47:56Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_17.15.03/events.out.tfevents.1788974103.kevinliu-vs4b13b02-260910-01071253-workers-0-0-0.1837.0@bytes=453556@sha256=8e0c70b17b499348c139b7708e81085e1682636f2c576153e3114573cc6ac413	453556	runs/geneval/sd35-geneval-nft-ours-4selection-b-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/events.out.tfevents.image-free	453556	8e0c70b17b499348c139b7708e81085e1682636f2c576153e3114573cc6ac413	8202	8202	0	0	51	8200	1	217	0.8428819179534912	210	0.8123501539230347	sha256:e7f5f08a1bfb492f19dfdffc589fbf56f6a4650b06de583d8b5298e19cf04d66	269270ef1211b603a3fa4e1364434b4f30389971	scripts/weight_exps/run_sd3_4090_16gpu_nft-ours-4.selection-b-rho-1of3-beta0.2.sh	8792df125bc4864787482deb87ee91d75ee6b26a051dc109efbe53a3839854bb	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection.py	bd6650a7721ed04dd66f31f53b7ea2a27c5a801f17512723027412494ac8048c	PASS
sd35-geneval-nft-ours-4selection-b-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909	geneval	usw2	kevinliu-vs4b23b02-260910-01071255	RUNNING	2026-09-10T10:47:56Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-b-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_17.13.53/events.out.tfevents.1788974034.kevinliu-vs4b23b02-260910-01071255-workers-0-0-0.1847.0@bytes=447607@sha256=55bd729c560e6e97efeb3b2487db9e59c34869b95b908938ca181084bda6cb10	447607	runs/geneval/sd35-geneval-nft-ours-4selection-b-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/events.out.tfevents.image-free	447607	55bd729c560e6e97efeb3b2487db9e59c34869b95b908938ca181084bda6cb10	8094	8094	0	0	51	8092	1	214	0.8785445690155029	210	0.8994303941726685	sha256:e7f5f08a1bfb492f19dfdffc589fbf56f6a4650b06de583d8b5298e19cf04d66	269270ef1211b603a3fa4e1364434b4f30389971	scripts/weight_exps/run_sd3_4090_16gpu_nft-ours-4.selection-b-rho-2of3-beta0.2.sh	baa798f4a10188a3e5e1404cfe7b42983123e66d4bacb066d89673f37b04b64d	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection.py	bd6650a7721ed04dd66f31f53b7ea2a27c5a801f17512723027412494ac8048c	PASS
sd35-geneval-nft-ours-4selection-c-rho-1of2-kl1e-4-beta0p2-fulltime-r1-20260909	geneval	usw2	kevinliu-vs4c12b02-260910-01071257	RUNNING	2026-09-10T10:47:56Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of2-kl1e-4-beta0p2-fulltime-r1-20260909/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of2-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of2-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_17.13.03/events.out.tfevents.1788973983.kevinliu-vs4c12b02-260910-01071257-workers-0-0-0.1845.0@bytes=445180@sha256=5efd2fc4b9c30d580d0a032ed2e456a001951bb812ee963ea40afdae530eb0e3	445180	runs/geneval/sd35-geneval-nft-ours-4selection-c-rho-1of2-kl1e-4-beta0p2-fulltime-r1-20260909/events.out.tfevents.image-free	445180	5efd2fc4b9c30d580d0a032ed2e456a001951bb812ee963ea40afdae530eb0e3	8050	8050	0	0	51	8048	1	213	0.9008246660232544	210	0.9041141867637634	sha256:e7f5f08a1bfb492f19dfdffc589fbf56f6a4650b06de583d8b5298e19cf04d66	269270ef1211b603a3fa4e1364434b4f30389971	scripts/weight_exps/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta0.2.sh	12267df5158edfb00540acd18e8bb59a40c49c56bcd8b923d92eafcfc1200f2a	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection.py	bd6650a7721ed04dd66f31f53b7ea2a27c5a801f17512723027412494ac8048c	PASS
sd35-geneval-nft-ours-4selection-c-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909	geneval	usw2	kevinliu-vs4c13b02-260910-01071259	RUNNING	2026-09-10T10:47:56Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_17.11.59/events.out.tfevents.1788973919.kevinliu-vs4c13b02-260910-01071259-workers-0-0-0.1843.0@bytes=456272@sha256=d34b17bcc71d707ebcf94558a70ad579e284eaa14903234522d3bb55cd52030d	456272	runs/geneval/sd35-geneval-nft-ours-4selection-c-rho-1of3-kl1e-4-beta0p2-fulltime-r1-20260909/events.out.tfevents.image-free	456272	d34b17bcc71d707ebcf94558a70ad579e284eaa14903234522d3bb55cd52030d	8251	8251	0	0	51	8249	1	219	0.9038628339767456	210	0.9104840755462646	sha256:e7f5f08a1bfb492f19dfdffc589fbf56f6a4650b06de583d8b5298e19cf04d66	269270ef1211b603a3fa4e1364434b4f30389971	scripts/weight_exps/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta0.2.sh	8d36263f833d1d340b62d991472f34308a5bb9a9cf2f2c6360bfe43e9224653a	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection.py	bd6650a7721ed04dd66f31f53b7ea2a27c5a801f17512723027412494ac8048c	PASS
sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909	geneval	usw2	kevinliu-vs4c23b02-260910-01071261	RUNNING	2026-09-10T10:47:56Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_17.17.24/events.out.tfevents.1788974244.kevinliu-vs4c23b02-260910-01071261-workers-0-0-0.1864.0@bytes=130045@sha256=46f76186ead9a371f5143c3f957b26614eac1f6ef23236df1d8de4c3330427c1;/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/logs/weight_exps/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909_2026.09.09_22.21.53/events.out.tfevents.1788992513.kevinliu-vs4c23b02-260910-01071261-workers-0-0-0.1835.0@bytes=320260@sha256=c2942b8fe15e4203cd0b0e5c48cc31786a942e31824f09ec5a86569989454d23	450305	runs/geneval/sd35-geneval-nft-ours-4selection-c-rho-2of3-kl1e-4-beta0p2-fulltime-r1-20260909/events.out.tfevents.image-free	450305	7cd0b787d3d734d86a4e4229a4cd6ad107f14a15e7c059ee5e71a8d1db70604c	8109	8109	0	0	51	8105	2	215	0.9017651081085205	210	0.887215256690979	sha256:e7f5f08a1bfb492f19dfdffc589fbf56f6a4650b06de583d8b5298e19cf04d66	269270ef1211b603a3fa4e1364434b4f30389971	scripts/weight_exps/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta0.2.sh	481c82a1fe60270e19990febacbdaf96b9fccc16791f381f7d526f182c186cdc	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection.py	bd6650a7721ed04dd66f31f53b7ea2a27c5a801f17512723027412494ac8048c	PASS
sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta2-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tabr1b2-260911-04284485	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta2-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta2-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta2-fulltime-r1-20260910_2026.09.10_20.33.09/events.out.tfevents.1789072389.kevinliu-vs4tabr1b2-260911-04284485-workers-0-0-0.1836.0@bytes=186754@sha256=96dde79fc4892c137c2e75d2688509e6a7d65fd909e0b791661cd83ae5cbe6c3	186754	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta2-fulltime-r1-20260910/events.out.tfevents.image-free	186754	96dde79fc4892c137c2e75d2688509e6a7d65fd909e0b791661cd83ae5cbe6c3	3386	3386	0	0	51	3384	1	89	0.9270833134651184	80	0.9231864809989929	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta2.0.sh	e029898a78d03cfa18433b8b11626288f9305fc5de932b09514c4a67431620cf	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tabr1b5-260911-04300001	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260910_2026.09.10_20.32.48/events.out.tfevents.1789072369.kevinliu-vs4tabr1b5-260911-04300001-workers-0-0-0.1837.0@bytes=183580@sha256=a3094530576a60b0d6af967d449817f9a4d9aa609906ea6f2f18e99b3872e9d2	183580	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260910/events.out.tfevents.image-free	183580	a3094530576a60b0d6af967d449817f9a4d9aa609906ea6f2f18e99b3872e9d2	3327	3327	0	0	51	3325	1	88	0.8527199625968933	80	0.9033648371696472	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta5.0.sh	1e29e8943a9eb7b44d58975b3d024fb4650fb0b325bd2c35fac1fc3951229fd1	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta1-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac12b1-260911-04300002	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta1-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta1-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta1-fulltime-r1-20260910_2026.09.10_20.32.47/events.out.tfevents.1789072367.kevinliu-vs4tac12b1-260911-04300002-workers-0-0-0.1843.0@bytes=185521@sha256=38335c672e71dcdd3a6a3a858b91e9262937c00ceaf6bee171fb468a47cda9b7	185521	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta1-fulltime-r1-20260910/events.out.tfevents.image-free	185521	38335c672e71dcdd3a6a3a858b91e9262937c00ceaf6bee171fb468a47cda9b7	3363	3363	0	0	51	3361	1	89	0.931061863899231	80	0.9142686724662781	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta1.0.sh	deb9c0fff80eff87ae6d7d87e561611958f70e828a3aa134b83ec8e045a304ad	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta2-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac12b2-260911-04300003	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta2-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta2-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta2-fulltime-r1-20260910_2026.09.10_20.33.07/events.out.tfevents.1789072387.kevinliu-vs4tac12b2-260911-04300003-workers-0-0-0.1843.0@bytes=183574@sha256=848609857bc8e41685cf7d74808b6a5ac091bb6aa28f182f00cc09569856f298	183574	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta2-fulltime-r1-20260910/events.out.tfevents.image-free	183574	848609857bc8e41685cf7d74808b6a5ac091bb6aa28f182f00cc09569856f298	3327	3327	0	0	51	3325	1	88	0.8794126510620117	80	0.9141187071800232	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta2.0.sh	cd0377a969e436e6892ee59590131bf3af62edaadd464e2c994510517d0169ad	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac12b5-260911-04300004	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260910_2026.09.10_20.34.09/events.out.tfevents.1789072449.kevinliu-vs4tac12b5-260911-04300004-workers-0-0-0.1849.0@bytes=184801@sha256=0052817e9eb2d1aa73c043c7888f6b7b4451f9d88badc5a1c8a40503343d45e5	184801	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260910/events.out.tfevents.image-free	184801	0052817e9eb2d1aa73c043c7888f6b7b4451f9d88badc5a1c8a40503343d45e5	3350	3350	0	0	51	3348	1	88	0.8476563096046448	80	0.8811825513839722	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta5.0.sh	93f13ca3fd76eedf48d8e0992d5d257482f741dd8d14318d8d1c973866a2ae8b	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta1-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac13b1-260911-04300005	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta1-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta1-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta1-fulltime-r1-20260910_2026.09.10_21.22.38/events.out.tfevents.1789075358.kevinliu-vs4tac13b1-260911-04300005-workers-0-0-0.1839.0@bytes=164253@sha256=a113e19b36d68647af29f7484eed17ca4947b53e2e3eb6f888a74edae94943f7	164253	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta1-fulltime-r1-20260910/events.out.tfevents.image-free	164253	a113e19b36d68647af29f7484eed17ca4947b53e2e3eb6f888a74edae94943f7	2974	2974	0	0	51	2972	1	78	0.9474103450775146	70	0.914306104183197	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta1.0.sh	28d48225adfac0af80f1cd46a5602c90d87b908329c93d3a78f54d37254cfe69	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta2-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac13b2-260911-04300006	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta2-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta2-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta2-fulltime-r1-20260910_2026.09.10_21.22.41/events.out.tfevents.1789075361.kevinliu-vs4tac13b2-260911-04300006-workers-0-0-0.1842.0@bytes=164253@sha256=d49165b23c7465698e600de478074a4aee3227954c2acb44ded8586297c85064	164253	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta2-fulltime-r1-20260910/events.out.tfevents.image-free	164253	d49165b23c7465698e600de478074a4aee3227954c2acb44ded8586297c85064	2974	2974	0	0	51	2972	1	78	0.9478442668914795	70	0.8877398371696472	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta2.0.sh	31e773a12f6f02a3bfaf60b6210447d730db4476b3c71c3b22e662e963ef84a2	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta5-fulltime-r1-20260910	geneval	usw2	kevinliu-vs4tac13b5-260911-04300007	RUNNING	2026-09-11T03:48:47.070804Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta5-fulltime-r1-20260910/logs	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta5-fulltime-r1-20260910/logs/weight_exps/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta5-fulltime-r1-20260910_2026.09.10_21.41.43/events.out.tfevents.1789076503.kevinliu-vs4tac13b5-260911-04300007-workers-0-0-0.1839.0@bytes=156465@sha256=003adf3f1a41f6f64ea4d305ed02ded09584eae2a017eed887f9b753d53aea8c	156465	runs/geneval/sd35-geneval-nft-ours-4selection-tie-aware-c-rho-1of3-kl1e-4-beta5-fulltime-r1-20260910/events.out.tfevents.image-free	156465	003adf3f1a41f6f64ea4d305ed02ded09584eae2a017eed887f9b753d53aea8c	2830	2830	0	0	51	2828	1	74	0.8388310670852661	70	0.8877023458480835	sha256:845492c065741f2ee67ea274acca66d4788f09d6701c8259ba8efba0f7290b9f	895e62c0942856b243a014a5d9a529760b6380a2	scripts/weight_exps/weight_exps_geneval/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta5.0.sh	9735b4bf318f276f3f336d6733015e91d25259f4f43b08270a5e5b013c26d6b8	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-tie-aware.py	2281bd70c8291391bb3f3f17b1c1a944a956a79efc8363dc0c796f07e81745dd	PASS
sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912	pickscore	usw2	kevinliu-vs4psbr05-260913-12484791	RUNNING	2026-09-13T10:26:31Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912_2026.09.13_04.53.52	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912_2026.09.13_04.53.52/events.out.tfevents.1789275232.kevinliu-vs4psbr05-260913-12484791-workers-0-0-0.956.0@bytes=238974@sha256=e80530f84fa8cb0b1606a4b6c5ffec6808bc962951ae69f3731a2ba61a873d03	238974	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta0.5-fulltime-r1-20260912/events.out.tfevents.image-free	238974	e80530f84fa8cb0b1606a4b6c5ffec6808bc962951ae69f3731a2ba61a873d03	4380	4380	0	0	36	4378	1	124	0.8820339441299438	120	0.8803321123123169	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	6d8ecec4064ea81b02f0cc6e4e41f1499627352f	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta0.5.sh	1f44e1fd38750ad7e9bd902d1be1fdacedc08681ae8d96520e998707e0f9224c	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912	pickscore	usw2	kevinliu-vs4psbr1-260913-12485459	RUNNING	2026-09-14T01:03:05Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912_2026.09.13_04.54.54	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912_2026.09.13_04.54.54/events.out.tfevents.1789275294.kevinliu-vs4psbr1-260913-12485459-workers-0-0-0.951.0@bytes=874041@sha256=1ac35a07b3974bff482890d577ae55e800e3de25d2ae275aaee16b65e0d148aa	874041	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta1-fulltime-r1-20260912/events.out.tfevents.image-free	874041	1ac35a07b3974bff482890d577ae55e800e3de25d2ae275aaee16b65e0d148aa	15891	15891	0	0	36	15889	1	451	0.8913472294807434	450	0.8967928886413574	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	6d8ecec4064ea81b02f0cc6e4e41f1499627352f	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta1.0.sh	852cd0f1360e0cb6bad98efa1ae1a419a5c5b1166fcdbab03d07504e8bafee24	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
